variant,km_driven,fuel_type,year_launch,company_name,model_name,Automatic,Manual,1st Owner,2nd Owner,price
1.1498912034369293,2.353264722874437,0.5424270319327507,-0.10201442543878897,2.054891531085424,0.3917737996694341,-0.5228490267905871,0.5228490267905871,0.4240165400626716,-0.4240165400626716,650000
-1.8466320513747756,1.4125567917698054,0.5424270319327507,-0.5060275023967907,1.0879976305066548,0.23411728852224467,-0.5228490267905871,0.5228490267905871,-2.358398565896027,2.358398565896027,319000
-0.8800116465968063,0.4699061218292751,0.5424270319327507,-0.5060275023967907,-1.232547730882391,-0.5856965694431403,-0.5228490267905871,0.5228490267905871,-2.358398565896027,2.358398565896027,587000
1.1112263872458106,1.9909861634322383,-0.9534070223848657,0.30199865151921285,0.12110372992788579,1.6845571910763875,-0.5228490267905871,0.5228490267905871,0.4240165400626716,-0.4240165400626716,822000
-1.39232046112913,-0.8140330814351542,0.5424270319327507,0.7060117284772147,-0.8457901706508832,-0.7748843828197677,1.9125979943738576,-1.9125979943738576,0.4240165400626716,-0.4240165400626716,1674000
0.34759626747121475,-1.0252003462067785,-0.9534070223848657,1.1100248054352164,-0.26565383030362183,0.7386181241932508,-0.5228490267905871,0.5228490267905871,0.4240165400626716,-0.4240165400626716,1731000
-0.6190241373067547,0.7782525618488008,0.5424270319327507,-1.7180667332707962,-0.8457901706508832,1.4638380754703222,-0.5228490267905871,0.5228490267905871,0.4240165400626716,-0.4240165400626716,501000
1.2658856520102857,0.44714229068689404,0.5424270319327507,-0.5060275023967907,2.054891531085424,1.211587657634819,-0.5228490267905871,0.5228490267905871,0.4240165400626716,-0.4240165400626716,419000
-1.0733357275524003,-1.0153599516684206,0.5424270319327507,0.30199865151921285,0.3144825100436396,-0.5226339649842645,-0.5228490267905871,0.5228490267905871,0.4240165400626716,-0.4240165400626716,486000
-0.3580366280167029,1.064046337990717,0.5424270319327507,-1.3140536563127945,2.4416490913169318,0.4548364041283099,-0.5228490267905871,0.5228490267905871,-2.358398565896027,2.358398565896027,495000
-0.21304356730000748,1.8485327266173008,0.5424270319327507,-0.5060275023967907,0.3144825100436396,1.526900679929198,-0.5228490267905871,0.5228490267905871,0.4240165400626716,-0.4240165400626716,332000
